( train_assamesemale_00077 " i heard the flapping sounds his torn. " )
( train_assamesemale_00078 " sandals made as he said if it is okay. " )
( train_assamesemale_00079 " with you then I shall stay in my room. " )
( train_assamesemale_00080 " in the morning i will voluntarily come with. " )
( train_assamesemale_00081 " you to the police station. " )
( train_assamesemale_00082 " but you ought to sleep now the. " )
( train_assamesemale_00083 " storm has abated. " )
( train_assamesemale_00084 " the weather has cleared and theres no. " )
( train_assamesemale_00085 " more fear of ningni the ghost. " )
( train_assamesemale_00086 " meanwhile power was restored and the thunderstorm was. " )
( train_assamesemale_00087 " over so there was no chance that the. " )
( train_assamesemale_00088 " ghost would come now. " )
( train_assamesemale_00089 " but i couldnt sleep for fear of other ghosts. " )
( train_assamesemale_00090 " would the ghosts of gogoi and niranjan come in. " )
( train_assamesemale_00091 " i picked up the revolver. " )
( train_assamesemale_00092 " was it ningni the ghost that had come here. " )
( train_assamesemale_00093 " in the guise of bhabaprasad and talked to me. " )
( train_assamesemale_00094 " i sat up in bed and waited for daybreak. " )
( train_assamesemale_00095 " to overcome that fear. " )
( train_assamesemale_00096 " they wont do anything if left alone. " )
( train_assamesemale_00097 " after all they too understand love and. " )
( train_assamesemale_00098 " affection I had heard many nature lovers talk about. " )
( train_assamesemale_00099 " love for animals but till date I have not been. " )
( train_assamesemale_00100 " able to gather the courage to find out the. " )
( train_assamesemale_00101 " truth and have also not nurtured any remote wish. " )
( train_assamesemale_00102 " to do so So naturally it was not surprising for. " )
( train_assamesemale_00103 " me to get apprehensive at the possibility of an. " )
( train_assamesemale_00104 " attack from the monkeys and then. " )
( train_assamesemale_00105 " i noticed bhabaprasad getting unduly. " )
( train_assamesemale_00106 " amused at the sudden apprehension that had gripped " )
( train_assamesemale_00107 " have they ever harassed anyone Say. " )
( train_assamesemale_00108 " like destroying clothes and belongings. " )
( train_assamesemale_00109 " or getting angry and clawing or gnawing. " )
( train_assamesemale_00110 " at without letting me finish bhabaprasad explained that no. " )
( train_assamesemale_00111 " such incident had ever occurred because the monkeys had. " )
( train_assamesemale_00112 " by now understood that visitors came to the bungalow. " )
( train_assamesemale_00113 " just for a night or two to rest and. " )
( train_assamesemale_00114 " could never challenge their territorial supremacy like permanent residents. " )
( train_assamesemale_00115 " In fact during their brief stay the visitors. " )
( train_assamesemale_00116 " either out of fear or love for. " )
( train_assamesemale_00117 " natures resources would try to weave a temporary bond. " )
( train_assamesemale_00118 " or friendship with the animals. " )
( train_assamesemale_00119 " that in no way caused any obstruction. " )
( train_assamesemale_00120 " to the dominance of the monkeys. " )
( train_assamesemale_00121 " i did not let bhabaprasad know that i. " )
( train_assamesemale_00122 " was not comforted by his assuagement. " )
( train_assamesemale_00123 " he fetched two buckets of water and. " )
( train_assamesemale_00124 " placed them in the bathroom well water. " )
( train_assamesemale_00125 " from where will you get municipal water here. " )
( train_assamesemale_00126 " there were some traces of resentment in bhabaprasads straightforward. " )
( train_assamesemale_00127 " reply It was natural because apart from the. " )
( train_assamesemale_00128 " wells there could be no other source of. " )
( train_assamesemale_00129 " in the night i can simply open the door. " )
( train_assamesemale_00130 " and fetch the water myself. " )
( train_assamesemale_00131 " i said as i changed my clothes. " )
( train_assamesemale_00132 " bhabaprasad must have been convinced that i had. " )
( train_assamesemale_00133 " no doubts about his sincerity and it was only. " )
( train_assamesemale_00134 " to save him the unnecessary trouble that I had. " )
( train_assamesemale_00135 " volunteered to fetch water from the well when required. " )
( train_assamesemale_00136 " he said i will be there. " )
( train_assamesemale_00137 " you need not worry. " )
( train_assamesemale_00138 " i had thought he would stop at that. " )
( train_assamesemale_00139 " but proving me wrong he came near. " )
( train_assamesemale_00140 " me and whispered it would be advisable not to. " )
( train_assamesemale_00141 " venture out of the bungalow because these are not. " )
( train_assamesemale_00142 " good times You can call me if you need. " )
( train_assamesemale_00143 " water or want me to go to the market. " )
( train_assamesemale_00144 " or fetch cigarettes. " )
( train_assamesemale_00145 " betelnut drinks etc. " )
( train_assamesemale_00146 " from the atmosphere pervading the area i could. " )
( train_assamesemale_00147 " guess that it would not be wise to move. " )
( train_assamesemale_00148 " around alone and invite trouble. " )
( train_assamesemale_00149 " tomorrow morning when the forest department jeep. " )
( train_assamesemale_00150 " arrives it would be better to get into it. " )
( train_assamesemale_00151 " finish my official work and leave this. " )
( train_assamesemale_00152 " place Nowadays it is natural for gun-toting youths. " )
( train_assamesemale_00153 " to visit such isolated places more frequently. " )
( train_assamesemale_00154 " its the forest I am talking about. " )
( train_assamesemale_00155 " huh how will my job be done if. " )
( train_assamesemale_00156 " i am so scared of the guns since i. " )
( train_assamesemale_00157 " have come here on official duty i must go. " )
( train_assamesemale_00158 " out tomorrow how can i remain indoors out of. " )
( train_assamesemale_00159 " fear with the arrogance of a courageous and sincere. " )
( train_assamesemale_00160 " government officer i hurled the words like darts at. " )
( train_assamesemale_00161 " bhabaprasad and looked at him with pride. " )
( train_assamesemale_00162 " i was sure that he had been. " )
( train_assamesemale_00163 " convinced about todays sir being a man of mettle. " )
( train_assamesemale_00164 " a fearless officer pledged to his official. " )
( train_assamesemale_00165 " duties and to whom duty had more worth than. " )
( train_assamesemale_00166 " his own life i am not talking about the boys. " )
( train_assamesemale_00167 " they will come openly. " )
( train_assamesemale_00168 " indulge in some act and leave. " )
( train_assamesemale_00169 " but its these unseen ones that create. " )
( train_assamesemale_00170 " more trouble. " )
( train_assamesemale_00171 " I was unable to make any head or. " )
( train_assamesemale_00172 " tail of what bhaba was saying even as i. " )
( train_assamesemale_00173 " tried to find out if he was in his. " )
( train_assamesemale_00174 " normal state was he walking normally. " )
( train_assamesemale_00175 " did he twist his tongue when he. " )
( train_assamesemale_00176 " talked or had he over drunk that cheap stuff. " )
( train_assamesemale_00177 " sir I had kept back the facts from. " )
( train_assamesemale_00178 " you lest you might be scared. " )
( train_assamesemale_00179 " but for the past some time now. " )
( train_assamesemale_00180 " officers have stopped staying in this bungalow. " )
( train_assamesemale_00181 " things are very scary. " )
( train_assamesemale_00182 " i did not show any eagerness to listen. " )
( train_assamesemale_00183 " to bhabaprasad intently because i didnt want to give. " )
( train_assamesemale_00184 " him any hint of my weakness. " )
( train_assamesemale_00185 " fear or of my mental state. " )
( train_assamesemale_00186 " but a strong desire to hear out. " )
( train_assamesemale_00187 " the rest of his story surged up. " )
( train_assamesemale_00188 " and the show that i put up. " )
( train_assamesemale_00189 " like a good actor disheartened him a lot maybe. " )
( train_assamesemale_00190 " he was not expecting such a vague and indifferent. " )
( train_assamesemale_00191 " attitude from me. " )
( train_assamesemale_00192 " he stopped talking and went out of. " )
( train_assamesemale_00193 " the front door to the verandah. " )
( train_assamesemale_00194 " i could hear the sounds his torn. " )
( train_assamesemale_00195 " sandals made on the steps. " )
( train_assamesemale_00196 " at what time would you like to have dinner early. " )
( train_assamesemale_00197 " not letting him complete his enquiries he was. " )
( train_assamesemale_00198 " making from the verandah. " )
( train_assamesemale_00199 " i called out a bit loud from. " )
( train_assamesemale_00200 " inside you can bring it anytime you want. " )
( train_assamesemale_00201 " along with it bhabaprasad re entered the room. " )
( train_assamesemale_00202 " something simple will do you can make a. " )
( train_assamesemale_00203 " dish of mixed vegetables. " )
( train_assamesemale_00204 " that will be fine. " )
( train_assamesemale_00205 " i am a bit tired and would. " )
( train_assamesemale_00206 " prefer to sleep early. " )
( train_assamesemale_00207 " i saw the smile on bhabas face. " )
( train_assamesemale_00208 " and got the impression that my menu would be. " )
( train_assamesemale_00209 " very easy for him to prepare. " )
( train_assamesemale_00210 " earlier the officers used to have frequent gorgeous. " )
( train_assamesemale_00211 " parties here and i would make all the arrangements. " )
( train_assamesemale_00212 " for them but there has been no such party. " )
( train_assamesemale_00213 " taking out the matchbox from the pocket. " )
( train_assamesemale_00214 " of his khaki trousers bhabaprasad put it on the. " )
( train_assamesemale_00215 " table and said we have frequent power failures here. " )
( train_assamesemale_00216 " there are two candles inside the drawer. " )
( train_assamesemale_00217 " why are parties not held nowadays surely bhabaprasad. " )
( train_assamesemale_00218 " was not aware that i had put the question. " )
( train_assamesemale_00219 " to him in order to elicit more details about. " )
( train_assamesemale_00220 " his unfinished story. " )
( train_assamesemale_00221 " after two major incidents the officers stopped coming. " )
( train_assamesemale_00222 " here out of fear. " )
( train_assamesemale_00223 " what do you mean. " )
( train_assamesemale_00224 " i was surprised when i heard from the. " )
( train_assamesemale_00225 " ranger that you were coming. " )
( train_assamesemale_00226 " sir had asked me not to tell. " )
( train_assamesemale_00227 " you anything about those incidents if you didnt ask. " )
( train_assamesemale_00228 " about them it was not that i was trying to. " )
( train_assamesemale_00229 " unfold the mystery i wanted to know the details. " )
( train_assamesemale_00230 " from bhabaprasad only for my own safety. " )
( train_assamesemale_00231 " even if I had to leave now. " )
( train_assamesemale_00232 " i could do so within half an hour in. " )
( train_assamesemale_00233 " the rangers car but actually i ought to know. " )
( train_assamesemale_00234 " why i felt the danger to my life and. " )
( train_assamesemale_00235 " wanted to run away from the place. " )
( train_assamesemale_00236 " mr gogoi was a cheerful person. " )
( train_assamesemale_00237 " he would enjoy costly drinks with the. " )
( train_assamesemale_00238 " ranger and go to bed only around two am. " )
( train_assamesemale_00239 " occasionally he would come and spend two. " )
( train_assamesemale_00240 " or three nights here. " )
( train_assamesemale_00241 " and then one morning he suddenly died in bed. " )
( train_assamesemale_00242 " the story of the dead man simply flowed. " )
( train_assamesemale_00243 " out of bhabaprasads mouth without any emotion or excitement. " )
( train_assamesemale_00244 " in his voice or any expression on his face. " )
( train_assamesemale_00245 " i found nothing sensational about his story. " )
( train_assamesemale_00246 " because the fact that a man could suddenly suffer. " )
( train_assamesemale_00247 " a cardiac failure and die after drinking so much. " )
( train_assamesemale_00248 " was known to me. " )
( train_assamesemale_00249 " we all understood that ningni that had. " )
( train_assamesemale_00250 " killed gogoi during the night. " )
( train_assamesemale_00251 " the huge footprints inside the house left. " )
( train_assamesemale_00252 " us the warning that the ghost still moves around. " )
( train_assamesemale_00253 " in the vicinity of the village. " )
( train_assamesemale_00254 " one month prior to gogois death. " )
( train_assamesemale_00255 " the ghost had killed niranjan tamuli too. " )
( train_assamesemale_00256 " in a similar fashion. " )
( train_assamesemale_00257 " it didnt take me long to understand the. " )
( train_assamesemale_00258 " meaning of the unseen thing bhabaprasad had talked about. " )
( train_assamesemale_00259 " of course his ghost story could in. " )
( train_assamesemale_00260 " no way unsettle me because such hearsay is always. " )
( train_assamesemale_00261 " linked with old guest houses. " )
( train_assamesemale_00262 " of course there are some here who have. " )
( train_assamesemale_00263 " seen the ghost. " )
( train_assamesemale_00264 " i myself have heard his footsteps. " )
( train_assamesemale_00265 " once dharani the faith healer had brought him. " )
( train_assamesemale_00266 " under his control. " )
( train_assamesemale_00267 " but of late he is said to. " )
( train_assamesemale_00268 " have broken free from dharanis shackles. " )
( train_assamesemale_00269 " you can never tell whom ningni would. " )
( train_assamesemale_00270 " attack he is a fiery creature with eyes. " )
( train_assamesemale_00271 " burning like ember. " )
( train_assamesemale_00272 " the nails on the fingers of his. " )
( train_assamesemale_00273 " big hairy hands expand long and disabled hair. " )
( train_assamesemale_00274 " his description of ningni the ghosts physical appearance would. " )
( train_assamesemale_00275 " have on me whether it would bring about an. " )
( train_assamesemale_00276 " expression of fear on my face or. " )
( train_assamesemale_00277 " since that day no one has come. " )
( train_assamesemale_00278 " to spend the night in this bungalow. " )
( train_assamesemale_00279 " whoever comes here rests by the day. " )
( train_assamesemale_00280 " and leaves before nightfall. " )
( train_assamesemale_00281 " it is said that after breaking free. " )
( train_assamesemale_00282 " from dharani. " )
( train_assamesemale_00283 " the ghost has become like mad. " )
( train_assamesemale_00284 " seeking only human blood. " )
( train_assamesemale_00285 " before i could say something. " )
( train_assamesemale_00286 " he said again you need not be. " )
( train_assamesemale_00287 " so scared because the ghost normally doesnot come down. " )
( train_assamesemale_00288 " from the hills in clear weather. " )
( train_assamesemale_00289 " he is said to become restless only. " )
( train_assamesemale_00290 " when the weather is cloudy. " )
( train_assamesemale_00291 " gogoi and niranjan too were killed when. " )
( train_assamesemale_00292 " there were thunderstorms. " )
( train_assamesemale_00293 " although i had no idea how strong a. " )
( train_assamesemale_00294 " thunderstorm bhabaprasad was talking about in the afternoon. " )
( train_assamesemale_00295 " yet the fast blowing wind. " )
( train_assamesemale_00296 " the thunderbolt forming in the sky with. " )
( train_assamesemale_00297 " the sound of a thousand bombs and the power. " )
( train_assamesemale_00298 " to rattle and break the doors and windows. " )
( train_assamesemale_00299 " the blinding lightning. " )
( train_assamesemale_00300 " the relentless raindrops as big as hailstones. " )
( train_assamesemale_00301 " getting restless to tear apart the tin roof. " )
( train_assamesemale_00302 " all these developments surprisingly made me anxious to consider. " )
( train_assamesemale_00303 " all aspects and find out if the developing situation. " )
( train_assamesemale_00304 " had anything to do with the coming of ningni. " )
( train_assamesemale_00305 " the ghost a thud outside told me that a. " )
( train_assamesemale_00306 " dry leaf of the coconut palm had fallen somewhere. " )
( train_assamesemale_00307 " some tree must have got up. " )
( train_assamesemale_00308 " the ember like bulb had in the meantime. " )
( train_assamesemale_00309 " gone out and for a moment in the flash. " )
( train_assamesemale_00310 " of the lightning. " )
( train_assamesemale_00311 " i figured out where i was positioned. " )
( train_assamesemale_00312 " i grouped my way to find the. " )
( train_assamesemale_00313 " matchbox on the rack and forcing open the drawer. " )
( train_assamesemale_00314 " with all my might took out a candle and lit it. " )
( train_assamesemale_00315 " but it could be blown out any. " )
( train_assamesemale_00316 " moment by the strong wind. " )
( train_assamesemale_00317 " i drew my revolver from the holster. " )
( train_assamesemale_00318 " and held it in my right hand. " )
( train_assamesemale_00319 " ready for any eventuality. " )
( train_assamesemale_00320 " the flame of the candle quivered in. " )
( train_assamesemale_00321 " the wind that had crept in through the gaps. " )
( train_assamesemale_00322 " in the doors and windows. " )
( train_assamesemale_00323 " my excitement caused my palm that was. " )
( train_assamesemale_00324 " in contact with the revolver to sweat. " )
( train_assamesemale_00325 " even as the rats running about on. " )
( train_assamesemale_00326 " the ceiling created a scary situation. " )
( train_assamesemale_00327 " the complete picture of bhabaprasads ghost with. " )
( train_assamesemale_00328 " dishevelled hair nails a span long. " )
( train_assamesemale_00329 " fiery ember like eyes. " )
( train_assamesemale_00330 " a yard long tongue sticking out like the. " )
( train_assamesemale_00331 " tongue of goddess kali. " )
( train_assamesemale_00332 " long legs hanging a foot above the. " )
( train_assamesemale_00333 " ground flashed before my eyes his extended hands. " )
( train_assamesemale_00334 " hairy like the bear pushing their way past the. " )
( train_assamesemale_00335 " closed door his bloody tongue making hissing sounds like. " )
( train_assamesemale_00336 " the cobra and darting out and his nails brushing. " )
( train_assamesemale_00337 " the muscles of my neck which had in the. " )
( train_assamesemale_00338 " meantime become hard and stiff. " )
( train_assamesemale_00339 " a knocked at the door mommentarily kept . " )
( train_assamesemale_00340 " the ghosts image at bay i held the revolver tighter and was. " )
( train_assamesemale_00341 " prabals telephone rang shrilly. " )
( train_assamesemale_00342 " hello yes i am prabal phukan speaking. " )
( train_assamesemale_00343 " hey is that balen. " )
( train_assamesemale_00344 " where are you calling from. " )
( train_assamesemale_00345 " are you calling from guwahati. " )
( train_assamesemale_00346 " when did you arrive in the usa. " )
( train_assamesemale_00347 " you are on your way here. " )
( train_assamesemale_00348 " you will tell everything then. " )
( train_assamesemale_00349 " but where are you putting up. " )
( train_assamesemale_00350 " when and how will you come here. " )
( train_assamesemale_00351 " i have to go to receive you. " )
( train_assamesemale_00352 " there are regular buses plying from chicago to north western. " )
( train_assamesemale_00353 " i will wait for you. " )
( train_assamesemale_00354 " with a beating heart from two o clock. " )
( train_assamesemale_00355 " hey i am not joking. " )
( train_assamesemale_00356 " i am already impatient to meet you. " )
( train_assamesemale_00357 " oh i have not met you for so long. " )
( train_assamesemale_00358 " really i still can't believe. " )
( train_assamesemale_00359 " you are calling from america. " )
( train_assamesemale_00360 " it feels like a dream. " )
( train_assamesemale_00361 " i will hang up otherwise you will get late. " )
( train_assamesemale_00362 " you wont be able to catch the bus. " )
( train_assamesemale_00363 " but i feel as if i will lose you. " )
( train_assamesemale_00364 " i put the receiver down. " )
( train_assamesemale_00365 " the dream will come to an end. " )
( train_assamesemale_00366 " i will wait till we meet. " )
( train_assamesemale_00367 " putting down the receiver. " )
( train_assamesemale_00368 " prabal stared at the phone for a long time. " )
( train_assamesemale_00369 " indeed balen had come here to america and in five hours time. " )
( train_assamesemale_00370 " he would be here in flesh and blood. " )
( train_assamesemale_00371 " he still could not believe it. " )
( train_assamesemale_00372 " he picked up the receiver again and started dialling. " )
( train_assamesemale_00373 " hello judith this is prabal speaking. " )
( train_assamesemale_00374 " a friend of mine has come from assam. " )
( train_assamesemale_00375 " no not imran im not sure when imran is coming. " )
( train_assamesemale_00376 " he is balen i have told you about him. " )
( train_assamesemale_00377 " that boy from golaghat. " )
( train_assamesemale_00378 " golaghat near the nambor forest. " )
( train_assamesemale_00379 " balen is a newspaper reporter. " )
( train_assamesemale_00380 " senior reporter of an old and reputed daily of guwahati. " )
( train_assamesemale_00381 " the one who was noticed after an interview with. " )
( train_assamesemale_00382 " doctor robin banerjee you remember him. " )
( train_assamesemale_00383 " only at the mention of robin banerjee. " )
( train_assamesemale_00384 " poor balen you have forgotten the very stairs. " )
( train_assamesemale_00385 " which helped you to climb to the top. " )
( train_assamesemale_00386 " anyway he is arriving here at around two. " )
( train_assamesemale_00387 " he does not know of your existence. " )
( train_assamesemale_00388 " unless he has heard rumours. " )
( train_assamesemale_00389 " since we had not written to each other. " )
( train_assamesemale_00390 " but he is a dear friend. " )
( train_assamesemale_00391 " you know what kind of friend. " )
( train_assamesemale_00392 " remember how we had quarrelled once. " )
( train_assamesemale_00393 " you had tried to make amends with a. " )
( train_assamesemale_00394 " definition of ideal friendship. " )
( train_assamesemale_00395 " what you never make amends. " )
( train_assamesemale_00396 " only i am the henpecked one. " )
( train_assamesemale_00397 " to have found a gem like you. " )
( train_assamesemale_00398 " can somebody after finding a diamond. " )
( train_assamesemale_00399 " the diamond mines of kimberly. " )
( train_assamesemale_00400 " in africa not be hen pecked. " )
( train_assamesemale_00401 " anyway during that quarrel. " )
( train_assamesemale_00402 " you had quoted plutarch line. " )
( train_assamesemale_00403 " i do not need a friend who changes. " )
( train_assamesemale_00404 " when i change who nods when i nod. " )
( train_assamesemale_00405 " my shadow does that much better. " )
( train_assamesemale_00406 " my friendship with balen fits that definition. " )
( train_assamesemale_00407 " we indulged in endless disputes. " )
( train_assamesemale_00408 " still we always agreed to disagree. " )
( train_assamesemale_00409 " that's the basic of our friendship. " )
( train_assamesemale_00410 " anyway after i spend a few hours with him. " )
( train_assamesemale_00411 " i will take him to your place. " )
( train_assamesemale_00412 " hope you have no other engagement. " )
( train_assamesemale_00413 " you dont have any. " )
( train_assamesemale_00414 " good i will hang up now you want. " )
( train_assamesemale_00415 " the two of us to have dinner at your place. " )
( train_assamesemale_00416 " i had already expected. " )
( train_assamesemale_00417 " that i cannot help but confess. " )
( train_assamesemale_00418 " darling and there he will get a second. " )
( train_assamesemale_00419 " surprise in the course of time. " )
( train_assamesemale_00420 " balen was safely insconced in prabals home. " )
( train_assamesemale_00421 " prabal had enrolled in north western university. " )
( train_assamesemale_00422 " to do his ph d in engineering about four years ago. " )
( train_assamesemale_00423 " he had rented a room in a big house like him. " )
( train_assamesemale_00424 " judith garfield had also arrived from south africa. " )
( train_assamesemale_00425 " to obtain the same degree at this university. " )
( train_assamesemale_00426 " after that this couple hailing from two under. " )
( train_assamesemale_00427 " a developed countries had grown so close. " )
( train_assamesemale_00428 " that they now felt it was impossible to return to their. " )
( train_assamesemale_00429 " respective countries in asia and africa to be so. " )
( train_assamesemale_00430 " far away from one another. " )
( train_assamesemale_00431 " so they had made a decision. " )
( train_assamesemale_00432 " to complete their degrees. " )
( train_assamesemale_00433 " get married and then move to guwahati. " )
( train_assamesemale_00434 " india judith had at first expressed. " )
( train_assamesemale_00435 " a desire to stay on in america. " )
( train_assamesemale_00436 " but prabal had quoted an english poet. " )
( train_assamesemale_00437 " i am an only son. " )
( train_assamesemale_00438 " whats to be done judith. " )
( train_assamesemale_00439 " i am the only son of our parents. " )
( train_assamesemale_00440 " in our families. " )
( train_assamesemale_00441 " even today elderly parents do not usually. " )
( train_assamesemale_00442 " but with their sons. " )
( train_assamesemale_00443 " that is why. " )
( train_assamesemale_00444 " i cannot leave my parents alone in their old age. " )
( train_assamesemale_00445 " i have to go back. " )
( train_assamesemale_00446 " I believe that. " )
( train_assamesemale_00447 " my loving mother will welcome a girl. " )
( train_assamesemale_00448 " like you with open arms. " )
( train_assamesemale_00449 " deuta is a very liberal person. " )
( train_assamesemale_00450 " and ma will be all the more happier. " )
( train_assamesemale_00451 " when she realized. " )
( train_assamesemale_00452 " although have married an african girl. " )
( train_assamesemale_00453 " she is no negro. " )
( train_assamesemale_00454 " i have not brought along a black beauty. " )
( train_assamesemale_00455 " and listen judith. " )
( train_assamesemale_00456 " you will be happy living in our home. " )
( train_assamesemale_00457 " because day and night. " )
( train_assamesemale_00458 " there will be a huge elephant. " )
( train_assamesemale_00459 " in front of your eyes. " )
( train_assamesemale_00460 " an elephant our favourite animal. " )
( train_assamesemale_00461 " that you are so crazy about. " )
( train_assamesemale_00462 " after that prabal told her about the elephant. " )
( train_assamesemale_00463 " balen and he also discussed the elephant. " )
( train_assamesemale_00464 " although much later on. " )
( train_assamesemale_00465 " because the two friends were meeting after. " )
( train_assamesemale_00466 " such a long time. " )
( train_assamesemale_00467 " they were busy exchanging news and gossip. " )
( train_assamesemale_00468 " prabal first asked the reason for balens. " )
( train_assamesemale_00469 " visit to america. " )
( train_assamesemale_00470 " the assam association of america frequently invited. " )
( train_assamesemale_00471 " artists and literati from assam. " )
( train_assamesemale_00472 " this time the invitation was extended to journalists too. " )
( train_assamesemale_00473 " balen had in the meanwhile. " )
( train_assamesemale_00474 " become a renowned journalist of assam. " )
( train_assamesemale_00475 " his fame had spread to america. " )
( train_assamesemale_00476 " balen had remarked self deprecatingly. " )
( train_assamesemale_00477 " over the seven seas and thirteen rivers. " )
( train_assamesemale_00478 " the fame of this hopeless. " )
( train_assamesemale_00479 " one has been carried by the wind. " )
( train_assamesemale_00480 " you know that is. " )
( train_assamesemale_00481 " why i have got this great opportunity to visit. " )
( train_assamesemale_00482 " you absolutely free of cost. " )
( train_assamesemale_00483 " first i stopped at chicago. " )
( train_assamesemale_00484 " where they had made arrangements for me to stay. " )
( train_assamesemale_00485 " with an assamese family. " )
( train_assamesemale_00486 " tomorrow there will be a function. " )
( train_assamesemale_00487 " i will give news from assam. " )
( train_assamesemale_00488 " interrupting balen prabal had said. " )
( train_assamesemale_00489 " there are some assamese families in chicago. " )
( train_assamesemale_00490 " actually a part of chicago is crawling. " )
( train_assamesemale_00491 " with asian people. " )
( train_assamesemale_00492 " but wait that means you are going away tomorrow. " )
( train_assamesemale_00493 " yes i have to go. " )
( train_assamesemale_00494 " i cannot roam at will. " )
( train_assamesemale_00495 " they have brought me here. " )
( train_assamesemale_00496 " i must conform to their plans. " )
( train_assamesemale_00497 " somehow i have managed to sneak off. " )
( train_assamesemale_00498 " and visit you. " )
( train_assamesemale_00499 " i am fortunate. " )
( train_assamesemale_00500 " i can at least spend the night with you. " )
( train_assamesemale_00501 " prabal, i am really finding it cold here. " )
( train_assamesemale_00502 " i had brought some warm cloth with me. " )
( train_assamesemale_00503 " i never imagined it would be so cold here. " )
( train_assamesemale_00504 " i have not that many dollars with me. " )
( train_assamesemale_00505 " to buy an overcoat or something of that kind. " )
